Time,X1,Label
0,0.9385185071409088,0
1,0.9837434907810063,0
2,1.1302347997602091,0
3,1.0655441841749218,0
4,1.1228093145614708,0
5,1.1799363263718938,0
6,1.777118054505665,0
7,1.1156280880499558,0
8,1.4042492781831863,0
9,1.829778257500072,0
10,1.359379806709295,0
11,0.856268100418321,0
12,0.9263811241389799,0
13,0.5520498130803052,0
14,0.37732548260884796,0
15,0.4853258687490293,0
16,0.48056988678234924,0
17,0.9723392467909541,0
18,3.2699383746471433,0
19,1.371990270681611,0
20,0.40742394426076634,0
21,1.7263671318934453,0
22,1.3863804285494656,0
23,1.073366861301857,0
24,0.9674349172295778,0
25,1.4008575107572505,0
26,0.9590904956118583,0
27,0.9728447146759858,0
28,0.9086830918939781,0
29,0.8815633056372072,0
30,0.9379943292765686,0
31,0.9849100389416283,0
32,1.0048588374995764,0
33,1.14379509342408,0
34,1.0964978119057054,0
35,1.0163823403311374,0
36,1.0274572442885397,0
37,1.3753341803808994,0
38,1.468874473044242,0
39,1.2901666286774744,0
40,1.5450655299018874,0
41,1.73167983625005,0
42,1.180770011659341,0
43,0.7437025598456685,0
44,0.7410519152198448,0
45,0.6530444362346257,0
46,0.52149240107503,0
47,0.49070252673794135,0
48,0.4078254855180093,0
49,1.0953006242151055,0
50,3.266676226914905,0
51,1.1055849074467323,0
52,0.5730438498003446,0
53,1.7057214731344623,0
54,1.108696209626875,0
55,0.8874974285714861,0
56,1.0892937023769116,0
57,1.1874190934299482,0
58,1.0228169875031405,0
59,0.9295625505483748,0
60,0.885276530457574,0
61,0.9536019707792136,0
62,1.0802215869857446,0
63,0.9185571853395954,0
64,0.8497292761544702,0
65,0.9556638520416058,0
66,1.1244147304878211,0
67,1.0906482501824315,0
68,1.1134204059756585,0
69,1.4964216438026414,0
70,1.9406257509599836,0
71,1.4309769056571107,0
72,1.640327754687154,0
73,1.7430098804648237,0
74,1.074741162450755,0
75,0.6733253675200424,0
76,0.7476625908917738,0
77,0.6512829586754132,0
78,0.5227491940701583,0
79,0.4542509951678697,0
80,0.38888485791812466,0
81,0.8180616876165269,0
82,3.274349581772539,0
83,1.058129712117092,0
84,1.3097252533100214,0
85,1.4010916006496505,0
86,1.0051854410291665,0
87,1.1400603752126464,0
88,1.4299452342705294,0
89,0.9996220024034085,0
90,0.9267347991664067,0
91,1.0512866335576612,0
92,0.8793276877370575,0
93,1.060606654646764,0
94,0.9498105605593149,0
95,0.8906333853803146,0
96,0.9648884887970215,0
97,1.0512873916151568,0
98,1.0544032680952768,0
99,1.0906482501824315,0
100,1.4541722128599488,0
101,1.973729538453534,0
102,1.2328262436750768,0
103,1.8447770351969368,0
104,1.605356283324982,0
105,0.8682523572435608,0
106,0.7137665865064012,0
107,0.6972603098090412,0
108,0.685636858605195,0
109,0.6263780498157642,0
110,0.5038964027119067,0
111,0.5061693644986824,0
112,1.3214446059903533,0
113,3.0620299556415183,0
114,0.5739018339202272,0
115,1.2022453544297853,0
116,1.6160495070489023,0
117,0.7622198944038393,0
118,0.775658039412343,0
119,1.1627118484964365,0
120,1.0820423830234194,0
121,0.9518804261476334,0
122,0.9994577052967274,0
123,0.9030698656045388,0
124,0.9810722687554673,0
125,0.9302678922299747,0
126,0.8008372979557083,0
127,0.8884205916844792,0
128,1.1126835439827445,0
129,0.960629221443945,0
130,0.9814063822601726,0
131,1.6315043999677108,0
132,1.4262703103244492,0
133,1.4040149407502756,0
134,1.6302976299991976,0
135,0.9505009149553724,0
136,0.7197170182919117,0
137,0.6781802211374202,0
138,0.735943161494147,0
139,0.6875480043095173,0
140,0.5810031687925634,0
141,0.6142135240199453,0
142,0.7156034711996583,0
143,1.0501945257627274,0
144,1.387090509982676,0
145,1.8404151361486352,0
146,1.4437580371980618,0
147,2.0906043901475,0
148,0.52681242885585,0
149,0.5035706816813306,0
150,1.3961665495896254,0
151,1.260716890164481,0
152,0.8370881801680156,0
153,0.9523975700058248,0
154,0.956007224452828,0
155,0.9684518120990842,0
156,0.9822416943324082,0
157,0.9802357569018791,0
158,0.9529137109402929,0
159,0.9487736289516062,0
160,1.0175111848530214,0
161,0.9653983831134171,0
162,0.8830503543983207,0
163,1.1154810560031936,0
164,1.1289278472723576,0
165,1.336993003871374,0
166,1.5710689038590893,0
167,1.2428966916063457,0
168,1.3127269619326785,0
169,1.0771800930902873,0
170,0.8560765664933248,0
171,0.7498528926169452,0
172,0.6328909362078114,0
173,0.6580486296809682,0
174,0.6580486296809682,0
175,0.5798728343102477,0
176,0.5472753930764657,0
177,1.2977733551980484,0
178,2.723821446829619,0
179,1.1512278996467205,0
180,0.9215879697598054,0
181,1.3167187239175269,0
182,1.715024035167729,0
183,0.960287199953743,0
184,1.2269581629334392,0
185,0.9978152248853492,0
186,0.978896150816827,0
187,0.9427033587555527,0
188,0.9621647523480581,0
189,0.9621647523480581,0
190,0.9496376837441741,0
191,0.9088634000877139,0
192,1.0247396105108848,0
