Time,X1,Label
0,1.0383236489650036,0
1,1.0328717248526071,0
2,1.0347811362795516,0
3,1.033835576868972,0
4,1.0435497113218901,0
5,1.0306735661692308,0
6,1.028667098725336,0
7,1.042544963059148,0
8,1.0301009659251854,0
9,1.0244413111545239,0
10,1.0354168242789954,0
11,1.0345549767895375,0
12,1.0453210033286426,0
13,1.050679779952008,0
14,1.0384854356224742,0
15,1.0398653759020924,0
16,1.0307958090718063,0
17,1.0330788934055328,0
18,1.030007766961007,0
19,1.0319166633018386,0
20,1.0216281123774933,0
21,1.0070511407073626,0
22,0.9915745055213955,0
23,0.9996499387285531,0
24,1.0570506137361635,0
25,1.0549767769955887,0
26,1.0587747635828877,0
27,1.0532103303709095,0
28,1.0499257116577343,0
29,1.039640322419249,0
30,1.039801904210605,0
31,1.0643401711858855,0
32,1.0559715905269422,0
33,1.059369623880164,0
34,1.0737020070764514,0
35,1.0441762303366229,0
36,1.0232301793829186,0
37,1.029046160286311,0
38,1.024177718953112,0
39,1.0317364004434466,0
40,1.0307764064044151,0
41,1.0319166633018386,0
42,1.034117981663601,0
43,1.0355037421467872,0
44,1.0182455499534482,0
45,1.030007766961007,0
46,1.0356099651895978,0
47,1.0408515744331657,0
48,1.0432276836817551,0
49,1.0474597844308868,0
50,1.0413395219619777,1
51,1.0377726147861102,0
52,1.0419174631418748,0
53,1.0387261429269987,0
54,1.0413875359346298,0
55,1.0357779684855244,0
56,1.0533869184682332,0
57,1.0354071662877362,0
58,1.0313757802081644,0
59,1.0334466604522945,0
60,1.021285464500499,0
61,1.0538500842150178,0
62,1.0727124498205474,0
63,1.0497142468310126,0
64,1.028237326690682,0
65,1.0197293758640085,0
66,1.0279260673803345,0
67,1.049674235179658,0
68,1.039634551176518,0
69,1.0310266727878576,0
70,1.0366002122322762,0
71,1.0366619506859505,0
72,1.0424682249354176,0
73,1.0262027090200065,0
74,1.0325754209741775,0
75,1.0365114567625386,0
76,1.0444864766956057,0
77,1.0540664115699732,0
78,1.0414547517775317,0
79,1.050051427312015,0
80,1.039447930393822,0
81,1.0418944284331306,0
82,1.0384488432272434,0
83,1.0442336903203229,0
84,1.033156328926073,0
85,1.029823285811697,0
86,1.0247653389922982,0
87,1.0271669776623469,0
88,1.032538619132476,0
89,1.035980694800825,0
90,1.0334969762897228,0
91,1.0363744497043528,0
92,1.0282003695778368,0
93,1.0203862013963145,0
94,1.0393286294526867,0
95,1.0354767018141933,0
96,1.033156328926073,0
97,1.029331822105972,0
98,1.0263605604269876,0
99,1.0301960978376883,0
100,1.0413126331702693,0
101,1.0435343789257736,0
102,1.0400711514122483,0
103,1.0420959648707981,0
104,1.0345124455510433,0
105,1.0340328814887851,0
106,1.031928292082352,0
107,1.0424221793496145,0
108,1.0377687603700547,0
109,1.0478492257953909,0
110,1.0406843901971432,0
111,1.0325463669976278,0
112,1.0372116466758363,0
113,1.039218937471792,0
114,1.0405094905862224,0
115,1.0387800537168588,0
116,1.0436263699236428,0
117,1.0453592683857544,0
118,1.0448999952148532,0
119,1.0372116466758363,0
120,1.047154238877922,0
121,1.0390206927679544,0
122,1.0447219725840937,0
123,1.0360038609966664,0
124,1.0358243094270378,0
125,1.0406882338145274,0
126,1.04414941459544,0
127,1.0315153900936234,0
128,1.0343268342260101,0
129,1.0317616003709384,0
130,1.0370207326760637,0
131,1.0399961538390419,0
132,1.0390091433668907,0
133,1.0354767018141933,0
134,1.030561012264679,0
135,1.0327187419622053,0
136,1.038333279828784,0
137,1.0371537976597298,0
138,1.0411858623704031,0
139,1.0448999952148532,0
140,1.041577649529789,0
141,1.0383409844554918,0
142,1.0383409844554918,0
143,1.0311799067088148,0
144,1.029331822105972,0
145,1.0379710978635195,0
146,1.0350246373879224,0
147,1.048192730369754,0
148,1.0447449449506803,0
149,1.0353086496306307,0
150,1.020944660596254,0
151,1.0360193048394417,0
152,1.0294192537542708,0
153,1.0402268983255527,0
154,1.0392478049050669,0
155,1.0325153751881857,0
156,1.0370438756388276,0
157,1.0471656984450932,0
158,1.0374854215843228,0
159,1.0343809743029886,0
160,1.0497142468310126,0
161,1.0491005671526443,0
162,1.0342862273084756,0
163,1.0197450661807588,0
164,1.0307958090718063,0
165,1.0449421036593367,0
166,1.0447219725840937,0
167,1.0405171790989325,0
168,1.0346535652091478,0
169,1.0369590155835475,0
170,1.0329104511040637,0
171,1.0315561060843952,0
172,1.0381078941998274,0
173,1.0429458279316333,0
174,1.0378034495992003,0
175,1.0363628708131143,0
176,1.0336846714545012,0
177,1.0406421094689566,0
178,1.048339639620672,0
179,1.0416045314801583,0
180,1.0389013427655198,0
181,1.037699378432887,0
182,1.032476634118177,0
183,1.0419731282523557,0
184,1.0371499409439313,0
185,1.0338452495417292,0
186,1.0391727479105675,0
187,1.0348217237766126,0
188,1.0348023965956012,0
189,1.0400249996995263,0
190,1.0394421580828823,0
191,1.0429228159360595,0
192,1.040405690103625,0
193,1.038664527169384,0
194,1.0328949607777163,0
195,1.0330634056049028,0
196,1.0402268983255527,0
197,1.0342166117404998,0
198,1.0295999222999195,0
199,1.033922627666113,0
200,1.0464224768228176,0
201,1.0388936422945325,0
202,1.0399115346989858,0
203,1.0435382120459222,0
204,1.030784167515198,0
205,1.0406536407470066,0
206,1.0350246373879224,0
207,1.0313757802081644,0
208,1.0291238992463445,0
209,1.0377379245262266,0
210,1.0448999952148532,0
211,1.049348369227303,0
212,1.0377147970420388,0
213,1.052864663667653,0
214,1.0427751435472559,0
215,1.0447296300957487,0
216,1.0427751435472559,0
217,1.0371306571498116,0
218,1.0419731282523557,0
219,1.035395576579309,0
220,1.0286262683793372,0
221,1.0242128684995127,0
222,1.024917557660127,0
223,1.03359760061641,0
224,1.0330808293642855,0
225,1.0254384428136094,0
226,1.0439425271536744,0
227,1.0427751435472559,0
228,1.0443102987139408,0
229,1.040113455349944,0
230,1.0420959648707981,0
231,1.0439425271536744,0
232,1.042491246965652,0
233,1.0386626016180616,0
234,1.040082689020445,0
235,1.0290461602863108,0
236,1.0331156760014824,0
237,1.031649165171959,0
238,1.0320348831313795,0
239,1.0476755222873158,0
240,1.0442930623153637,0
241,1.0385258783487294,0
242,1.0347212184931747,0
243,1.0294717091790333,0
244,1.0528988555412149,0
245,1.0494836825792004,0
246,1.0396961094473713,0
247,1.0463594028822027,0
248,1.0412492496996097,0
249,1.0343500374631405,0
250,1.0358880248366615,0
251,1.036436201606254,0
252,1.0376338467879698,0
253,1.0360096524646862,0
254,1.039184295493345,0
255,1.0329104511040634,0
256,1.034860377055765,0
257,1.036675455482573,0
258,1.0329104511040634,0
259,1.0315502896126783,0
260,1.0366677384774736,0
261,1.034680627053585,0
262,1.047757605555789,0
263,1.0556685085764375,0
264,1.0552838480712192,0
265,1.049222569334076,0
266,1.0313874150870759,0
267,1.0337543228446495,0
268,1.0407862412618645,0
269,1.0366677384774736,0
270,1.0562158870231029,0
271,1.0403191817898967,0
272,1.0320581378972795,0
273,1.0174890662803213,0
274,1.0291297294316204,0
275,1.0369570868652183,0
276,1.03119542279822,0
277,1.0400019230751452,0
278,1.0327613470691086,0
279,1.0420364676919902,0
280,1.0352970588193517,0
281,1.0405402442962022,0
282,1.0505522357312842,0
283,1.0406728592598156,0
284,1.0339284307919963,0
285,1.045387966259417,0
286,1.0484998807820627,0
287,1.0574138262761652,0
288,1.0463766052430645,0
289,1.0415027604380125,0
290,1.058557509065993,0
291,1.0517566258407884,0
292,1.0261559335695527,0
293,1.0381078941998274,0
294,1.0387261429269987,0
295,1.0392478049050669,0
296,1.0355037421467872,0
297,1.0256588126662785,0
298,1.0319399207318225,0
299,1.037662758317942,0
300,1.0440172412369444,0
301,1.0383178704038567,0
302,1.0306541612005453,0
303,1.032383649618687,0
304,1.0280077820717117,0
305,1.028937315874976,0
306,1.0184576574408972,0
307,1.026035087119344,0
308,1.0229721403831094,0
309,1.0270637760139338,0
310,1.0448368293661934,0
311,1.0399269205093211,0
312,1.0244725472163712,0
313,1.0194272901977857,0
314,1.0247692423175083,0
315,1.0266878785687499,0
316,1.0545558306699556,0
317,1.0334466604522945,0
318,1.0302116287443082,0
319,1.0428672015170484,0
320,1.0417773274553443,0
321,1.0337059543216338,0
322,1.0250990196073742,0
323,1.0114642850837592,0
324,1.0158267568832788,0
325,1.0566910617583551,0
326,1.068668330212887,0
327,1.0357084531855478,0
328,1.030427095917028,0
329,1.0443486008033906,0
330,1.0502285465554628,0
331,1.0542428562717416,0
332,1.0402730410810423,0
333,1.027558270853775,0
334,1.0300252424091363,0
335,1.036876077455739,0
336,1.0518650103506628,0
337,1.052760181617827,0
338,1.0324243313676793,0
339,1.028056418685278,0
340,1.0325211862233141,0
341,1.0479809158567728,0
342,1.03745457731893,0
343,1.0296484837069397,0
344,1.0133074558099333,0
345,1.0251146277368204,0
346,1.0243846933647534,0
347,1.0169660761303692,0
348,1.0358165860807598,0
349,1.0517566258407884,0
350,1.0497294889637043,0
351,1.0322189690177177,0
352,1.0220665340377797,0
353,1.0386240898419408,0
354,1.0403883890163326,0
355,1.0382254090514258,0
356,1.0330866372187766,0
357,1.048064883487659,0
358,1.0587728746053142,0
359,1.0356080339587947,0
360,1.0154427605729435,0
361,1.0191329648284368,0
362,1.025319462411594,0
363,1.0441934686637337,0
364,1.054550141055417,0
365,1.0421880828334202,0
366,1.0293201639917486,0
367,1.0247224014336762,0
368,1.042308975304348,0
369,1.0387107393302526,0
370,1.0338471840654209,0
371,1.0346980235798269,0
372,1.0439712639723375,0
373,1.0371827225711003,0
374,1.0250463404158858,0
375,1.0436014564957257,0
376,1.0456825522117121,0
377,1.0317887380660828,0
378,1.0312303331458013,0
379,1.0434347128594101,0
380,1.0349260843171362,0
381,1.0388724657050066,0
382,1.0236210236215353,0
383,1.0268826612617432,0
384,1.0377456335730835,0
385,1.0303630428154922,0
386,1.0347057552753827,0
387,1.0432046779036221,0
388,1.0373697508603188,0
389,1.0309568371178301,0
390,1.0426984223638205,0
391,1.0413395219619777,0
392,1.0400653825601542,0
