Time,X1,Label
0,1.1969639385290602,0
1,2.893299397622894,0
2,1.1985107733554172,0
3,2.10086995452027,0
4,0.9809320322682912,0
5,0.45818311563282205,0
6,0.26173191426725173,0
7,0.4484785394765284,0
8,0.6012860275991785,0
9,1.0357643509949548,0
10,2.167560953528412,0
11,1.6122525237505445,0
12,1.9808185299678516,0
13,1.2619880677557929,0
14,0.9912081649033163,0
15,0.8369682641211673,0
16,0.6092601667054888,0
17,0.5940161661461748,0
18,0.6999850332671407,0
19,0.5782876606551449,0
20,1.812161258395345,0
21,2.4802505321190838,0
22,1.5004921994645624,0
23,1.681564455201465,0
24,0.9278539370342727,0
25,0.37571740870500003,0
26,0.3308535551524269,0
27,0.15463231213106787,0
28,1.3425383055671074,0
29,1.8356695361556774,0
30,1.2320803539432807,0
31,1.6183689590105836,0
32,1.2811574755864323,0
33,1.4631995559847606,0
34,1.0688499239467626,0
35,0.692615999185696,0
36,0.5780605865452167,0
37,0.6149621686543003,0
38,0.44486005705277704,0
39,0.7083200582476823,0
40,2.9547802363705493,0
41,1.399225271465249,0
42,2.0512676449186245,0
43,1.1018870275259618,0
44,0.5668514121963533,0
45,0.20780547718720024,0
46,0.1600470696420275,0
47,0.04142376280590647,0
48,1.8089590623764817,0
49,1.2478128773413906,0
50,1.8992831280704305,0
51,2.094306360666939,0
52,1.209145301829354,0
53,1.022161805207473,0
54,0.7108311331427458,0
55,0.5126433779509885,0
56,0.37429698732958033,0
57,0.2747201766707353,0
58,0.6391989216261241,0
59,2.6126707822251545,0
60,1.6155500508650296,0
61,1.9736968405694935,0
62,1.6502724185409512,0
63,0.6906429435497042,0
64,0.32516095142252244,0
65,0.12796574935895932,0
66,0.07951081506939796,0
67,0.6275156496008685,0
68,2.0381307399217548,0
69,1.6110369780790261,0
70,1.4802693921246226,0
71,1.4346297560064059,0
72,1.1846141965429082,0
73,0.7484131033393255,0
74,0.6799968470426904,0
75,0.6455042655544578,0
76,0.6732598564009293,0
77,0.7618569160321379,0
78,2.003849295523244,0
79,2.0776230483473177,0
80,1.5344758411056851,0
81,1.481444797857146,0
82,1.0233164551188456,0
83,0.6872610236554957,0
84,0.40718633160507733,0
85,0.1042783242769081,0
86,0.47038328893892484,0
87,2.196875473636592,0
88,1.0177854149839247,0
89,1.4888626860046563,0
90,1.5924318787379885,0
91,1.4116662817773187,0
92,1.3070822340300552,0
93,0.787467125970348,0
94,0.7135313518865166,0
95,0.5674376559825758,0
96,0.5583361223179099,0
97,0.7715759057941092,0
98,2.113247955326587,0
99,2.12980526197608,0
100,1.9397606157477267,0
101,1.257021078043642,0
102,0.8130549741868628,0
103,0.4304522291741558,0
104,0.1172415424369707,0
105,0.22488707196724314,0
106,0.8652236195533499,0
107,2.1369896106995934,0
108,1.389329799554447,0
109,1.7142310733772153,0
110,1.7951330565704593,0
111,1.2972226780603244,0
112,1.0128739509050473,0
113,0.5074873941577268,0
114,0.7400791989814333,0
115,0.4974552296729827,0
116,0.5808646669130426,0
117,1.7548200228923763,0
118,2.6054385280910006,0
119,1.1876625173566775,0
120,1.921314548536236,0
121,1.0389521216884827,0
122,0.6182003653727487,0
123,0.2480904337655928,0
124,0.2420626707735003,0
125,0.28300260369473634,0
126,1.781459854168485,0
127,1.450309761890197,0
128,1.346733302329381,0
129,2.2709999783273886,0
130,1.3433533965468654,0
131,1.1645590062053532,0
132,0.9239495377291987,0
133,0.6984186763954698,0
134,0.6479713836852674,0
135,0.619330072996621,0
136,0.6717653987598647,0
137,1.8052258872822537,0
138,1.9691193311092146,0
139,1.8683012986317276,0
140,1.3614965956079361,0
141,1.0259904795094348,0
142,0.7305142910347477,0
143,0.36381039851549046,0
144,0.18430626353165538,0
145,0.29593295284912086,0
146,2.172590973191687,0
147,1.191255696456894,0
148,1.49041998129856,0
149,1.9931480223638685,0
150,1.302770450273186,0
151,1.0929714029882025,0
152,0.6379756490862327,0
153,0.5706749687142411,0
154,0.6873534099457135,0
155,0.5553734871399606,0
156,0.645603890289549,0
157,2.2026948334369876,0
158,2.2213343792914206,0
159,2.0393465493162264,0
160,1.3201191086000537,0
161,0.879960263335794,0
162,0.47664916060137985,0
163,0.19210081718982874,0
164,0.06557061153443668,0
165,0.7947154806054806,0
166,2.6816677172507783,0
