Time,X1,X2,X3,X4,X5,X6,Label
0,0.9395831823348999,0.3608219027519226,-0.03956974297761917,-9.093262672424316,-11.464598655700684,-1.0849605798721313,0
1,0.9395831823348999,0.3572027385234833,-0.03956974297761917,0.029875831678509712,0.4821722209453583,-0.2607101500034332,0
2,0.9361494183540344,0.3608219027519226,-0.03956974297761917,0.20255084335803986,-0.2138747125864029,0.08899280428886414,0
3,0.9327155947685242,0.36444103717803955,-0.03956974297761917,-0.14440499246120453,-0.08896326273679733,0.034994937479496,0
4,0.9395831823348999,0.3680601716041565,-0.04322989657521248,-0.5867673754692078,0.3078816831111908,0.0837944895029068,0
5,0.9430170059204102,0.3680601716041565,-0.03956974297761917,0.270110160112381,0.31787556409835815,-0.2938025891780853,0
6,0.9395831823348999,0.3680601716041565,-0.04322989657521248,-0.541142463684082,-0.08945619314908981,0.10331063717603683,0
7,0.9361494183540344,0.3680601716041565,-0.0285892803221941,-0.07965699583292007,0.3281588852405548,-0.28549668192863464,0
8,0.9395831823348999,0.3608219027519226,-0.032249435782432556,0.33462685346603394,0.7222792506217957,0.11974023282527924,0
9,0.9395831823348999,0.3680601716041565,-0.04322989657521248,-0.8683934807777405,-0.11728409677743912,-0.3051246404647827,0
10,0.9395831823348999,0.3608219027519226,-0.035909589380025864,-0.006194972898811102,0.27112749218940735,0.4799613058567047,0
11,0.9395831823348999,0.3680601716041565,-0.035909589380025864,-0.01397035550326109,0.2510339021682739,0.04925895482301712,0
12,0.9361494183540344,0.36444103717803955,-0.032249435782432556,-0.03858353942632675,0.22663331031799316,0.42653483152389526,0
13,0.9327155947685242,0.36444103717803955,-0.032249435782432556,-0.4476398825645447,0.21826763451099396,0.014378969557583332,0
14,0.9361494183540344,0.36444103717803955,-0.021268971264362335,-0.011335385963320732,0.190733402967453,0.0017964196158573031,0
15,0.9361494183540344,0.3680601716041565,-0.024929124861955643,-0.3919322192668915,0.5675740242004395,0.0037332994397729635,0
16,0.9430170059204102,0.36444103717803955,-0.024929124861955643,0.026233676820993423,0.16859547793865204,0.3939758837223053,0
17,0.9395831823348999,0.3608219027519226,-0.021268971264362335,0.41160884499549866,-0.6161465644836426,-0.016021572053432465,0
