Time,X1,X2,X3,Label
0,7.091625,-0.5916671,8.195502,0
1,19.761143,-0.3211223,-3.1482255,0
2,15.634137,-1.6929998,0.7710826,0
3,18.131289,3.148076,-3.2272344,0
4,13.215993,-1.2476784,1.9490298,0
5,19.761143,3.9764698,-6.0883055,0
6,10.532093,-2.0664954,0.70883334,0
7,17.417818,0.057161566,-5.2694883,0
8,14.025233,-7.2571244,0.6178537,0
9,19.409794,0.75148004,-4.4530654,0
10,12.337321,-4.4152074,0.012120646,0
11,15.564705,-0.28042087,-1.0628759,0
12,9.526528,-3.4096425,0.5364508,0
13,12.320562,-1.7624317,0.79981303,0
14,10.728417,1.5200188,-2.7292404,0
15,14.664485,-2.6650457,-0.576853,0
16,9.931149,1.0770915,-2.7459998,0
17,10.33098,-6.048053,1.3241432,0
18,10.472239,-0.57730186,-2.2504,0
19,12.722788,-3.4790742,0.31618425,0
20,8.887277,0.03561375,-1.0245687,0
21,13.982138,-4.956297,-2.832191,0
22,7.1251445,-0.24929625,-2.0875943,0
23,13.496115,-8.6697035,1.5563807,0
24,9.540894,-0.055365913,-2.5760114,0
25,10.9343195,-3.0912137,-0.5624878,0
26,6.789956,0.70599025,-1.3429976,0
27,7.678205,-1.4655507,4.6544776,0
28,7.117962,-0.89812493,0.11267712,0
29,12.842498,-1.5325884,-0.10998364,0
30,11.6190605,0.51684827,-0.339827,0
31,9.888053,1.4146739,-0.9072528,0
32,8.078036,-1.2093711,-0.51460373,0
33,11.259931,-1.8007389,0.105494514,0
34,8.9519205,-0.1774702,-1.2687773,0
35,5.1475334,0.38037878,4.13733,0
36,9.555259,-1.7552491,0.71601593,0
37,11.6669445,-1.6546926,1.3863925,0
38,9.14585,-1.3195044,0.24435821,0
39,14.913483,-1.9874867,0.32815528,0
40,7.991845,-2.2939446,-0.7827543,0
41,16.191986,-2.274791,-0.6295254,0
42,14.760254,1.9030911,-1.0078093,0
43,18.63886,-0.7353192,-3.3732805,0
44,16.213533,0.21996728,-2.1713912,0
45,10.637438,-3.7855322,0.05761048,0
46,14.130578,-2.3442228,-0.1842039,0
47,6.3542113,0.27982232,6.129306,0
48,16.565481,-0.3187281,-1.0269629,0
49,7.7907324,0.83048874,-0.2009633,0
50,10.113108,-4.6306853,-0.93598324,0
51,9.698911,-1.9348142,-3.1817443,0
52,9.907207,-3.0672717,0.811784,0
53,10.505757,0.37319618,-1.5058032,0
54,15.794549,-1.0872668,-0.27518356,0
55,17.48725,0.023642741,-4.4770074,0
56,9.375694,-0.64433956,-0.9144354,0
57,14.669273,0.4019266,-2.3533506,0
58,9.56723,-0.19901802,-2.238429,0
59,12.876017,-4.362535,0.14859015,0
60,8.698134,0.29179335,-1.0676643,0
61,8.128315,-0.3522469,0.7543232,0
62,7.795521,-0.9627684,1.0152912,0
63,11.827356,-1.9826983,0.59151745,0
64,15.62456,-0.6108207,-2.8609214,0
65,13.254301,-0.77362645,-0.66065,0
66,15.033193,-0.3522469,-0.6558616,0
67,7.61835,-0.49589902,-2.001403,0
68,9.52174,-3.5604773,-0.7707833,0
69,8.6334915,-0.1894412,-1.1131542,0
70,8.439561,-3.9938278,0.03127426,0
71,13.910312,0.84245974,-0.4930559,0
72,7.824251,-0.13676877,7.5370965,0
73,15.969325,-3.974674,5.8587613,0
74,8.616732,0.45699325,5.964106,0
75,7.189788,-1.0274118,3.957765,0
76,8.394072,-1.0968436,-0.97668463,0
77,10.0029745,-2.1646576,0.9602245,0
78,15.737088,0.87358433,0.526874,0
79,14.662091,0.75148004,-0.13871406,0
80,19.194315,1.3548189,-4.1418195,0
81,11.317391,-2.8541877,-3.6845267,0
82,16.610971,-3.4575264,1.4103345,0
83,9.536105,1.5894506,-3.1745617,0
84,10.251971,-0.024241293,-2.5736172,0
85,7.991845,1.072303,-0.8593688,0
86,12.624625,-1.8462288,2.1716905,0
87,19.761143,-1.7097592,-1.2113165,0
88,9.950302,-0.49829322,-0.82584995,0
89,10.778696,-2.8877065,0.99613756,0
90,7.345411,-0.6275801,0.24196401,0
91,15.622166,-3.713706,1.6329952,0
92,14.314932,1.558326,-2.1282957,0
93,8.14268,0.22475569,-2.0085857,0
94,11.432313,-1.5349826,1.5970821,0
95,5.6982,1.5152304,-0.29673138,0
96,12.7970085,-1.7672201,-1.5776293,0
97,15.10023,2.8464065,-1.0916064,0
98,11.178528,-0.36421794,-1.764377,0
99,8.7532015,-1.1423335,-0.6558616,0
100,12.196063,0.5000889,-1.6997336,0
101,13.062764,-3.167828,2.4805427,0
102,15.569493,-0.9771336,0.3808277,0
103,9.260772,0.14095862,-2.2312462,0
104,11.865664,-1.2261306,0.98895496,0
105,13.00291,-4.604349,-1.3549685,0
106,10.85531,-4.42239,4.0224085,0
107,12.200851,-4.771943,1.4175171,0
108,7.953538,-0.27084407,-1.0437223,0
109,9.186552,-4.932355,-1.347786,0
110,9.129091,-2.772785,-2.5903766,0
111,11.224017,-0.98671037,0.38561612,0
112,19.249382,-0.70419455,-2.01098,0
113,14.302961,-1.5349826,0.11267712,0
114,16.548721,-4.09199,1.8963574,0
115,10.55843,-0.8382699,-1.0245687,0
116,4.0222588,-1.2021885,6.3256307,0
117,10.077195,-2.2556372,6.328025,0
118,8.389283,-0.69461775,6.509984,0
119,9.883265,-0.43604398,4.4389997,0
120,8.099585,-1.0800842,-1.8553567,0
121,2.5953147,-5.8421516,19.405155,1
122,-3.2249897,-11.190798,-2.643049,0
123,-7.704541,-1.6092029,0.89797527,0
124,-6.2967505,0.37559038,2.6241946,0
125,-5.542577,-1.2452842,0.21323359,0
126,-5.7628436,-6.6896987,-1.3501801,0
127,-1.4556746,-19.235315,1.8772038,0
128,8.408437,-7.230788,3.4621654,0
129,6.217742,-4.1350856,2.9067104,0
130,4.209007,1.9174563,-0.23687632,0
131,2.396596,-1.2261306,-1.5824177,0
132,1.7812861,-10.963348,-0.20814592,0
133,1.2761095,-19.235315,-5.3341317,0
134,-4.2185836,-19.235315,0.18210897,0
135,-4.9559975,-12.294525,-0.9958383,0
136,-7.589619,0.054767363,0.26590604,0
137,-5.3318872,0.71077865,1.4462475,0
138,-2.2409728,-19.235315,1.321749,0
139,4.1156325,-13.726257,2.5547628,0
140,5.746084,-2.3729532,2.0543747,0
141,6.6606693,0.75148004,-0.10280103,0
142,3.478775,1.7115549,-2.2839189,0
143,1.2258313,-10.927436,0.122253925,0
144,3.0669725,-19.235315,-12.25098,0
145,-0.9911995,-19.235315,0.40955812,0
146,-7.4363904,-0.99628717,-0.7420529,0
147,-11.650186,-5.360917,0.9578303,0
148,-3.5122938,-5.102343,-0.8641572,0
149,-0.18195933,-4.3553524,11.37979,0
150,8.3868885,-19.235315,-3.7132573,0
151,11.623849,-8.41113,1.7503111,0
152,6.849811,1.3931261,2.4637833,0
153,6.3901243,1.6612767,0.41674075,0
154,7.7931266,-10.498874,-8.302942,0
155,2.1859062,-19.235315,-17.032202,0
156,-6.0381765,-8.095096,4.7933416,0
157,-9.701305,-3.2252889,0.68010294,0
158,-4.0892963,-7.692869,-2.9016228,0
159,0.1340753,-18.933647,1.0799346,0
160,10.42196,-9.536405,12.605621,0
161,9.107543,-3.131915,4.9489646,0
162,5.8705826,2.829647,-1.6518495,0
163,3.2752678,2.4729111,-1.9104233,0
164,6.2991447,-19.04378,-0.339827,0
165,7.398083,-19.235315,7.0654387,0
166,-7.323863,-1.908478,1.45343,0
167,-7.860164,-1.7887679,3.055151,0
168,-4.331111,-19.235315,-5.968595,0
169,4.3047748,-19.235315,1.7311574,0
170,9.526528,-0.98910457,0.98895496,0
171,5.279215,2.6644473,-0.004638766,0
172,4.0462008,-6.8405337,-1.4722844,0
173,4.477157,-12.332832,17.039682,0
174,-5.1020436,-2.1407156,8.588151,0
175,-8.446744,3.9764698,0.9195231,0
176,-10.304645,-5.030517,0.13661914,0
177,-4.3837833,-13.841179,-2.3748984,0
178,8.058883,-19.235315,0.3544915,0
179,4.7189717,-8.497321,0.21562779,0
180,10.548853,1.6684593,1.690456,0
181,0.5267244,1.8240824,-0.9886557,0
182,6.117185,-14.6480255,-3.3637037,0
183,-7.848193,-19.235315,-16.768839,0
184,-1.6927006,-18.15553,2.6361656,0
185,-6.0836663,1.7331028,-1.1969513,0
186,-7.1347213,-3.6203322,-2.4012346,0
187,-8.901642,-12.512398,-3.1697733,0
188,2.0159178,-19.235315,-4.632631,0
189,12.880805,-11.186009,7.422175,0
190,9.928755,5.19033,0.9314941,0
191,3.7804444,-0.22056583,-2.2767363,0
192,-0.7445967,-17.130812,-1.8385973,0
193,1.5394717,-19.235315,-10.905439,0
194,-3.8187518,-17.992725,0.8405144,0
195,-8.504205,4.0195656,1.3025954,0
196,-8.722076,-2.1981764,-1.0580875,0
197,-4.9105077,-10.19481,-3.234417,0
198,6.38773,-4.982633,14.564078,0
199,5.3965306,-19.235315,-6.3780036,0
200,5.521029,-11.480496,1.9059342,0
201,8.63828,-2.0281882,4.087052,0
202,9.004593,2.1520882,-2.5017912,0
203,1.5586253,-3.2252889,-3.830573,0
204,-3.406949,-19.235315,-2.8417678,0
205,1.6639702,-19.235315,-3.8233905,0
206,-6.265626,0.023642741,1.4917372,0
207,-7.335834,-2.205359,0.47420156,0
208,-6.3206925,-3.6753988,2.7486932,0
209,-3.3159695,-17.06138,-1.1993455,0
210,11.370064,-19.235315,0.41434655,0
211,12.349293,-16.982372,5.68159,0
212,7.129933,-1.2931682,3.1892264,0
213,8.516175,7.4720044,1.0224738,0
214,5.6982,0.2463035,0.09591771,0
215,5.1690817,-3.380912,-1.2041339,0
216,6.1507044,-15.090953,-6.2104096,0
217,2.6527755,-19.235315,-4.2280107,0
218,-4.9105077,-19.235315,-3.4427123,0
219,-5.731719,-11.588236,3.2849944,0
220,-9.586384,2.104204,2.6672904,0
221,-5.2840033,-2.4926631,1.6186299,0
222,-3.2609026,-13.216292,1.9849428,0
223,3.1747115,-19.235315,1.8269255,0
224,11.068395,-6.01214,8.355913,0
225,8.003817,4.512771,9.246556,0
226,8.133103,9.226954,-1.6638205,0
227,1.5179238,-1.6858172,-1.1538556,0
228,-1.3311762,-11.059117,-1.8529625,0
229,1.8962077,-19.235315,0.44786537,0
230,-4.9583917,-9.742306,1.6449662,0
231,-10.2495775,-2.2628198,0.502932,0
232,-3.8833952,-8.866028,-1.7452234,0
233,7.6231384,-19.235315,2.8492496,0
234,9.016563,-13.678373,5.145289,0
235,4.1252093,1.8360534,1.7742531,0
236,8.224083,3.0475194,-1.2759598,0
237,-0.05746084,-4.7432127,-0.1818097,0
238,7.6135616,-19.235315,2.0615573,0
239,-2.7940333,-11.195586,10.944046,0
240,-8.348581,0.42108023,2.8253076,0
241,15.499014,-0.724246,3.995773,1
242,9.733777,-2.9293058,-2.1022587,0
243,8.404995,-4.677073,1.4196119,0
244,9.501539,-3.6762967,1.0317513,0
245,10.981155,-3.0657754,-0.27069443,0
246,5.701941,-4.844667,2.334197,0
247,11.831098,-7.7248917,1.3118728,0
248,5.8168626,-1.650802,1.4579192,0
249,19.62602,-7.4495587,-1.6186299,0
250,6.2645783,-1.2773066,-0.5244798,0
251,9.03467,-5.043386,1.6279075,0
252,19.229181,-2.2182279,0.1818097,0
253,4.643704,-1.8854338,0.7420529,0
254,7.555053,-3.7433343,-1.1110592,0
255,13.013833,-3.6858735,-1.0057143,0
256,7.9333367,-1.447295,-1.2068273,0
257,8.304439,-1.2366052,-0.5053262,0
258,17.907581,-3.7241807,-2.0376153,0
259,5.385906,-2.7688942,-0.6489783,0
260,7.3826704,-3.3506854,1.7811364,0
261,10.143185,-3.5972881,-0.47899,0
262,8.752154,3.063381,1.5010148,0
263,9.314792,-6.4104753,-0.47899,0
264,4.0547304,-2.682703,1.2352585,0
265,10.250924,-2.2732944,2.6023476,0
266,9.427319,-4.047398,-1.0033201,0
267,6.0730424,-3.9085343,-1.0895114,0
268,14.684986,-13.78701,0.30391398,0
269,8.340351,-3.1783028,0.3302502,0
270,6.2813377,-1.8543092,-1.3720272,0
271,10.260501,0.20709845,1.6710031,0
272,12.008268,-2.8574798,3.021333,0
273,7.5095634,-2.4863784,-0.6729203,0
274,9.872641,-2.6874914,0.6438906,0
275,11.594071,-3.5063083,0.3374328,0
276,7.0450883,-2.1751323,-0.009726444,0
277,12.228535,-2.232593,1.2879308,0
278,8.855104,-3.2597055,-0.34970307,0
279,6.7099,-5.747281,-1.0871172,0
280,19.62602,-5.898116,-4.8508024,0
281,4.07149,-2.0266917,1.4004583,0
282,11.785607,-1.6220716,1.8218379,0
283,19.62602,-0.2789245,-4.089446,0
284,3.3675942,-1.3084313,-0.0815525,0
285,10.480767,-5.3833623,1.977461,0
286,15.393669,-0.6739678,-2.0376153,0
287,8.697087,-4.7560816,1.2975076,0
288,10.131214,-3.1615434,-0.17971477,0
289,11.354651,-2.5941176,-1.4055461,0
290,10.195858,-1.2557588,1.2520179,0
291,9.053823,-2.0841527,1.4244003,0
292,8.529493,-1.7465701,-0.31618425,0
293,11.821521,-3.5182793,-5.262605,0
294,7.3946414,-5.8717794,-1.3768156,0
295,8.486398,-2.7808652,-0.26351184,0
296,12.563723,-5.213374,1.8960581,0
297,6.47048,-3.6116533,0.6654384,0
298,8.256555,-3.642778,1.5848119,0
299,4.023606,-2.6539726,2.2432175,0
300,7.0019927,-1.4975731,-0.3784335,0
301,19.27467,-5.5365915,-1.2714708,0
302,9.896583,-3.0131028,0.08604162,0
303,9.755324,-3.1040826,3.2990603,0
304,8.941296,-1.3754689,-2.0424037,0
305,12.702587,-3.3746274,1.7835306,0
306,3.7291188,-1.8902222,-0.46701896,0
307,13.736882,-1.0307038,-1.0679636,0
308,10.320356,-1.9548657,1.551293,0
309,11.565341,-1.4784195,1.4627076,0
310,3.9613564,-2.6084828,-1.3049896,0
311,8.342746,-4.260482,-1.0200796,0
312,8.86947,-2.6659436,-0.57954645,0
313,7.746589,-5.876568,1.4483424,0
314,7.552659,-2.4241292,0.7564181,0
315,7.5933604,-3.6044707,-0.56278706,0
316,12.293179,-1.9740193,-1.8628385,0
317,5.64448,-2.4791958,-0.004938041,0
318,12.240506,-2.0506337,0.0525228,0
319,9.19987,-2.5342624,0.37095162,0
320,8.936507,-1.0115502,-1.0320506,0
321,10.028263,-2.2948422,1.4507366,0
322,10.33951,-6.443994,-1.879598,0
323,5.9461493,-1.9309237,-0.88839847,0
324,15.625907,-1.2653356,0.31588498,0
325,8.144027,2.493561,-0.7423522,0
326,8.115296,-1.0881647,1.8338089,0
327,11.713781,0.2813187,-0.90515786,0
328,9.116073,-1.1504139,1.5058032,0
329,10.523863,-0.47524905,-4.3528085,0
330,9.702652,-6.59004,1.5608698,0
331,9.13762,-1.1240777,1.9846436,0
332,9.386618,-2.0099323,1.074847,0
333,4.2989388,1.4736311,0.93358904,0
334,16.296284,-4.301183,-0.052822076,0
335,4.586243,-2.5151088,0.03815759,0
336,7.425766,-2.8814218,1.5943887,0
337,9.566182,-1.3874398,-2.2171805,0
338,7.437737,-4.1144357,1.2256817,0
339,14.186992,0.5398925,-0.12943652,0
340,6.566248,-2.8407204,-0.5125088,0
341,13.514221,-1.5646108,3.8880339,0
342,8.464849,-4.0665517,0.42362407,0
343,13.078476,-1.7992426,-0.7567174,0
344,4.8543935,-0.5590461,-0.7686884,0
345,11.007492,-4.581305,5.38441,0
346,9.891794,-2.7976246,1.6518495,0
347,18.027292,-3.788824,-0.90515786,0
348,4.4378023,0.91578215,-1.1780969,0
349,10.96679,-1.851915,2.3030725,0
350,8.9580555,0.2837129,0.4451719,0
351,5.9126306,-2.5342624,1.9559132,0
352,8.500763,-6.3601966,-0.73038113,0
353,19.62602,0.39863458,-4.1516953,0
354,9.910948,-1.9213469,-0.90276366,0
355,9.760113,-0.6476316,0.1794155,0
356,11.64435,-2.9245174,0.93119484,0
357,12.147132,1.7609353,-2.2866123,0
358,7.4066124,-2.7569232,1.2232875,0
359,13.598019,-3.1112652,0.6319196,0
360,9.106496,-0.62129533,-1.0535984,0
361,2.009633,0.207697,9.547627,1
362,3.1540616,-1.7890673,9.1334305,0
363,2.9481602,-1.6645688,9.143007,0
364,2.9601312,-1.7172412,9.210045,0
365,2.921824,-1.6454151,9.178921,0
366,2.9266124,-1.7531542,9.166949,0
367,2.9601312,-1.6095021,9.229198,0
368,2.8883052,-1.75076,9.257929,0
369,2.9002762,-1.477821,9.207651,0
370,2.8883052,-1.4969746,9.186103,0
371,2.9721022,-1.5999253,9.138219,0
372,2.8715456,-1.3772645,9.231593,0
373,2.8595746,-1.7340006,9.229198,0
374,2.816479,-1.690905,9.260324,0
375,2.9002762,-1.5400703,9.25314,0
376,2.897882,-1.4443022,9.186103,0
377,2.9170356,-1.6932992,9.217228,0
378,2.909853,-1.5640123,9.207651,0
379,2.8835168,-1.6358383,9.188498,0
380,2.8332384,-1.3054385,9.301024,0
381,2.9433718,-1.9087774,9.140614,0
382,2.8667572,-1.9782091,9.119065,0
383,2.933795,-1.9351135,9.111883,0
384,2.957737,-2.0524294,9.164556,0
385,2.9146414,-2.1027076,9.116672,0
386,2.9864674,-2.167351,9.12146,0
387,2.9721022,-2.1481974,9.114277,0
388,2.9409776,-2.0907366,9.097518,0
